邓紫棋,#genre#
Let's Keep This Tonight,http://em.21dtv.com/songs/60109999.mkv
恋痕,http://em.21dtv.com/songs/60088684.mkv
廉卷西风(演唱会),http://em.21dtv.com/songs/60026947.mkv
留恋,http://em.21dtv.com/songs/60027543.mkv
蓝天长在,http://em.21dtv.com/songs/60026131.mkv
陋巷之春,http://em.21dtv.com/songs/60027893.mkv
狼烟,http://em.21dtv.com/songs/60026206.mkv
良夜不能留,http://em.21dtv.com/songs/60027174.mkv
玫瑰寄情,http://em.21dtv.com/songs/60028940.mkv
每个人都会,http://em.21dtv.com/songs/60083371.mkv
每个人都会(演唱会),http://em.21dtv.com/songs/60083370.mkv
岷江夜曲,http://em.21dtv.com/songs/60030069.mkv
妈妈好(演唱会),http://em.21dtv.com/songs/60076542.mkv
妹妹松开我的手,http://em.21dtv.com/songs/60100971.mkv
默默祝福你,http://em.21dtv.com/songs/60076754.mkv
默默祝福你(演唱会),http://em.21dtv.com/songs/60076754.mkv
明日有会期,http://em.21dtv.com/songs/60030150.mkv
美斯乐,http://em.21dtv.com/songs/60029349.mkv
梦驼铃,http://em.21dtv.com/songs/60029652.mkv
梦驼铃(演唱会),http://em.21dtv.com/songs/60029651.mkv
莫言醉(无原唱),http://em.21dtv.com/songs/60030446.mkv
梦诛缘锁清秋,http://em.21dtv.com/songs/60145621.mkv
梦诛缘锁清秋(MTV),http://em.21dtv.com/songs/60143955.mkv
哪个不多情,http://em.21dtv.com/songs/60030658.mkv
那个不多情(演唱会),http://em.21dtv.com/songs/60030691.mkv
奈何,http://em.21dtv.com/songs/60095090.mkv
牛郎织女,http://em.21dtv.com/songs/60062351.mkv
你那好冷的小手,http://em.21dtv.com/songs/60031927.mkv
南屏晚钟,http://em.21dtv.com/songs/60118063.mkv
男人的眼泪,http://em.21dtv.com/songs/60030971.mkv
那是纯粹的,http://em.21dtv.com/songs/60076797.mkv
你是我永远的乡愁,http://em.21dtv.com/songs/60032198.mkv
你我曾经走过纪元,http://em.21dtv.com/songs/60032311.mkv
年月匆匆,http://em.21dtv.com/songs/60111704.mkv
偏爱水中月,http://em.21dtv.com/songs/60033411.mkv
葡萄酿的泪,http://em.21dtv.com/songs/60121401.mkv
朋友一个,http://em.21dtv.com/songs/60105385.mkv
秋蝉,http://em.21dtv.com/songs/60035641.mkv
清晨的露水,http://em.21dtv.com/songs/60034866.mkv
情歌不再唱,http://em.21dtv.com/songs/60034998.mkv
青花瓷,http://em.21dtv.com/songs/60126216.mkv
情何物,http://em.21dtv.com/songs/60035029.mkv
情何以堪,http://em.21dtv.com/songs/60035030.mkv
千里之外,http://em.21dtv.com/songs/60034108.mkv
其实爸爸一样好,http://em.21dtv.com/songs/60156958.mkv
青山绿水,http://em.21dtv.com/songs/60034783.mkv
千丝万缕情,http://em.21dtv.com/songs/60034158.mkv
情深往事,http://em.21dtv.com/songs/60035312.mkv
请勿打扰,http://em.21dtv.com/songs/60103909.mkv
千言万语,http://em.21dtv.com/songs/60034174.mkv
热情的夏季,http://em.21dtv.com/songs/60036271.mkv
人生何处不相逢,http://em.21dtv.com/songs/60036414.mkv
三部情曲,http://em.21dtv.com/songs/60037178.mkv
苏川夜曲,http://em.21dtv.com/songs/60088687.mkv
时光消逝(演唱会),http://em.21dtv.com/songs/60077621.mkv
山歌姻缘,http://em.21dtv.com/songs/60037633.mkv
上海滩,http://em.21dtv.com/songs/60149694.mkv
送君,http://em.21dtv.com/songs/60040758.mkv
失恋阵线联盟,http://em.21dtv.com/songs/60148180.mkv
神秘女郎,http://em.21dtv.com/songs/60038471.mkv
是梦是真,http://em.21dtv.com/songs/60039441.mkv
三年,http://em.21dtv.com/songs/60037262.mkv
三年(演唱会),http://em.21dtv.com/songs/60077456.mkv
送你一把泥土,http://em.21dtv.com/songs/60040776.mkv
深情往事,http://em.21dtv.com/songs/60038332.mkv
水汪汪,http://em.21dtv.com/songs/60040231.mkv
苏州河畔,http://em.21dtv.com/songs/60040838.mkv
诉衷情,http://em.21dtv.com/songs/60040845.mkv
苏州夜曲,http://em.21dtv.com/songs/60040839.mkv
挑夫,http://em.21dtv.com/songs/60042421.mkv
Thank you,http://em.21dtv.com/songs/60143146.mkv
桃花江,http://em.21dtv.com/songs/60041571.mkv
桃李争春(演唱会),http://em.21dtv.com/songs/60077845.mkv
台前幕后(演唱会),http://em.21dtv.com/songs/60077805.mkv
天水流长,http://em.21dtv.com/songs/60042090.mkv
天上人间,http://em.21dtv.com/songs/60041987.mkv
涛声依旧,http://em.21dtv.com/songs/60130764.mkv
天涯歌女,http://em.21dtv.com/songs/60042241.mkv
庭院深深(演唱会),http://em.21dtv.com/songs/60042613.mkv
天涯无歌,http://em.21dtv.com/songs/60103902.mkv
天之大,http://em.21dtv.com/songs/60042320.mkv
晚安曲,http://em.21dtv.com/songs/60043214.mkv
我的九十年代,http://em.21dtv.com/songs/60071240.mkv
What Do You Want From Me,http://em.21dtv.com/songs/60080499.mkv
为何爱着别人,http://em.21dtv.com/songs/60095929.mkv
我还好,http://em.21dtv.com/songs/60103906.mkv
为何你爱着别人,http://em.21dtv.com/songs/60043872.mkv
我好想你,http://em.21dtv.com/songs/60103093.mkv
万里长城,http://em.21dtv.com/songs/60043276.mkv
忘情天涯,http://em.21dtv.com/songs/60043640.mkv
为我停留,http://em.21dtv.com/songs/60044135.mkv
勿忘我,http://em.21dtv.com/songs/60047819.mkv
我心深处,http://em.21dtv.com/songs/60046452.mkv
我有个好家庭,http://em.21dtv.com/songs/60046687.mkv
我要你忘了我,http://em.21dtv.com/songs/60046558.mkv
我要为你歌唱,http://em.21dtv.com/songs/60046577.mkv
屋檐下的思念,http://em.21dtv.com/songs/60088683.mkv
我怎能离开你,http://em.21dtv.com/songs/60046822.mkv
我在你左右,http://em.21dtv.com/songs/60046790.mkv
网住一季秋,http://em.21dtv.com/songs/60043399.mkv
信(演唱会),http://em.21dtv.com/songs/60078881.mkv
乡愁,http://em.21dtv.com/songs/60048559.mkv
小城故事,http://em.21dtv.com/songs/60049513.mkv
小村之恋,http://em.21dtv.com/songs/60049534.mkv
香格里拉(演唱会),http://em.21dtv.com/songs/60078602.mkv
香港之夜,http://em.21dtv.com/songs/60078601.mkv
小情趣,http://em.21dtv.com/songs/60049702.mkv
相思比梦长,http://em.21dtv.com/songs/60048731.mkv
相思河畔(演唱会),http://em.21dtv.com/songs/60078584.mkv
雪山盟,http://em.21dtv.com/songs/60051738.mkv
心上人,http://em.21dtv.com/songs/60094695.mkv
香水有毒,http://em.21dtv.com/songs/60128412.mkv
星心相印,http://em.21dtv.com/songs/60051100.mkv
星心相印(演唱会),http://em.21dtv.com/songs/60051099.mkv
小小羊儿要回家(演唱会),http://em.21dtv.com/songs/60078734.mkv
想写一首歌,http://em.21dtv.com/songs/60105618.mkv
星语,http://em.21dtv.com/songs/60051150.mkv
星夜的离别,http://em.21dtv.com/songs/60051137.mkv
想要和你飞,http://em.21dtv.com/songs/60080141.mkv
选择+我愿意,http://em.21dtv.com/songs/60051615.mkv
西子姑娘,http://em.21dtv.com/songs/60047954.mkv
夜半敲门,http://em.21dtv.com/songs/60071408.mkv
迎春花(无原唱),http://em.21dtv.com/songs/60054490.mkv
一次就好,http://em.21dtv.com/songs/60129625.mkv
一场游戏,http://em.21dtv.com/songs/60052807.mkv
忆芙蓉,http://em.21dtv.com/songs/60054115.mkv
云河,http://em.21dtv.com/songs/60116250.mkv
又见柳叶青,http://em.21dtv.com/songs/60055440.mkv
一剪梅,http://em.21dtv.com/songs/60157831.mkv
一剪梅(演唱会),http://em.21dtv.com/songs/60053161.mkv
月亮代表我的心,http://em.21dtv.com/songs/60056397.mkv
月落乌啼,http://em.21dtv.com/songs/60056457.mkv
夜来香,http://em.21dtv.com/songs/60052609.mkv
越南情歌,http://em.21dtv.com/songs/60056601.mkv
夜曲,http://em.21dtv.com/songs/60052626.mkv
一生的朋友,http://em.21dtv.com/songs/60053536.mkv
月下待杜鹃下来,http://em.21dtv.com/songs/60056502.mkv
原乡人,http://em.21dtv.com/songs/60056022.mkv
永远的微笑,http://em.21dtv.com/songs/60054724.mkv
月圆花好,http://em.21dtv.com/songs/60056548.mkv
长白山上,http://em.21dtv.com/songs/60094304.mkv
在此刻,http://em.21dtv.com/songs/60147758.mkv
祝福(演唱会),http://em.21dtv.com/songs/60079679.mkv
走过我自己,http://em.21dtv.com/songs/60059896.mkv
载歌载舞(演唱会),http://em.21dtv.com/songs/60079447.mkv
长江水,http://em.21dtv.com/songs/60095091.mkv
再见我的爱人,http://em.21dtv.com/songs/60056902.mkv
真情不变,http://em.21dtv.com/songs/60093742.mkv
在水一方,http://em.21dtv.com/songs/60057141.mkv
在我们小时候,http://em.21dtv.com/songs/60057159.mkv
只为你清清的梦,http://em.21dtv.com/songs/60058455.mkv
重相逢,http://em.21dtv.com/songs/60059160.mkv
找一个下雨天,http://em.21dtv.com/songs/60094303.mkv
只有你,http://em.21dtv.com/songs/60108013.mkv
只要为你活一天(演唱会),http://em.21dtv.com/songs/60079622.mkv
昨夜小楼又东风,http://em.21dtv.com/songs/60088685.mkv
醉在你怀中,http://em.21dtv.com/songs/60060549.mkv

郭顶,#genre#
爱你爱到痛断肠,http://em.21dtv.com/songs/60007790.mkv
爱在梦里,http://em.21dtv.com/songs/60084863.mkv
Baby In Your Eyes,http://em.21dtv.com/songs/60123378.mkv
把你的外套留在深巷,http://em.21dtv.com/songs/60130804.mkv
不是说好的吗,http://em.21dtv.com/songs/60011376.mkv
城市小丑,http://em.21dtv.com/songs/60104613.mkv
姑娘你好大的胆子,http://em.21dtv.com/songs/60123380.mkv
黑暗萝莉,http://em.21dtv.com/songs/60134475.mkv
江湖就像一阵风,http://em.21dtv.com/songs/60153620.mkv
骏马飞腾,http://em.21dtv.com/songs/60120000.mkv
九门提督,http://em.21dtv.com/songs/60024334.mkv
今天还是明天,http://em.21dtv.com/songs/60023848.mkv
静音模式,http://em.21dtv.com/songs/60123382.mkv
口袋里的对不起,http://em.21dtv.com/songs/60104505.mkv
龙生九子,http://em.21dtv.com/songs/60027836.mkv
陌上花,http://em.21dtv.com/songs/60148107.mkv
配角,http://em.21dtv.com/songs/60106471.mkv
情歌两三首,http://em.21dtv.com/songs/60149552.mkv
热血誓言,http://em.21dtv.com/songs/60077344.mkv
送礼,http://em.21dtv.com/songs/60040770.mkv
sorry,http://em.21dtv.com/songs/60067985.mkv
水星记,http://em.21dtv.com/songs/60129672.mkv
痛,http://em.21dtv.com/songs/60104615.mkv
太孤单,http://em.21dtv.com/songs/60068696.mkv
悟空不空,http://em.21dtv.com/songs/60085971.mkv
我们的爱情和别人一样,http://em.21dtv.com/songs/60123381.mkv
我们俩,http://em.21dtv.com/songs/60045909.mkv
为你呐喊,http://em.21dtv.com/songs/60043987.mkv
我喜欢你,http://em.21dtv.com/songs/60133387.mkv
幸福传说,http://em.21dtv.com/songs/60078904.mkv
相守相望,http://em.21dtv.com/songs/60152952.mkv
星星之恋,http://em.21dtv.com/songs/60104614.mkv
幸运大门,http://em.21dtv.com/songs/60088794.mkv
一杯咖啡,http://em.21dtv.com/songs/60123379.mkv
勇敢的心,http://em.21dtv.com/songs/60104611.mkv
摇滚梦想,http://em.21dtv.com/songs/60133388.mkv
娱乐零零狗,http://em.21dtv.com/songs/60055538.mkv
有没有搞错,http://em.21dtv.com/songs/60068941.mkv
一人我饮酒醉,http://em.21dtv.com/songs/60121167.mkv
一生最爱的人,http://em.21dtv.com/songs/60138466.mkv
雨天,http://em.21dtv.com/songs/60086171.mkv
只是迟到,http://em.21dtv.com/songs/60079610.mkv

郭富城,#genre#
爱的祷告,http://em.21dtv.com/songs/60007193.mkv
爱的发热网,http://em.21dtv.com/songs/60007199.mkv
爱的发热网(演唱会),http://em.21dtv.com/songs/60007198.mkv
爱的呼唤,http://em.21dtv.com/songs/60007250.mkv
爱的呼唤(演唱会),http://em.21dtv.com/songs/60007249.mkv
爱定你,http://em.21dtv.com/songs/60007474.mkv
爱到最后,http://em.21dtv.com/songs/60007128.mkv
爱的咒语,http://em.21dtv.com/songs/60007461.mkv
爱您,http://em.21dtv.com/songs/60008060.mkv
爱你(演唱会),http://em.21dtv.com/songs/60007769.mkv
爱你一生够不够,http://em.21dtv.com/songs/60008012.mkv
爱情,http://em.21dtv.com/songs/60008085.mkv
爱情(演唱会),http://em.21dtv.com/songs/60008080.mkv
爱情到底有多危险,http://em.21dtv.com/songs/60008143.mkv
爱情大舞台,http://em.21dtv.com/songs/60088784.mkv
爱情基本法(演唱会),http://em.21dtv.com/songs/60008262.mkv
爱是全奉献(演唱会),http://em.21dtv.com/songs/60008786.mkv
爱上这样子的你,http://em.21dtv.com/songs/60008736.mkv
爱下去,http://em.21dtv.com/songs/60008974.mkv
爱下去(演唱会),http://em.21dtv.com/songs/60008972.mkv
被爱(演唱会),http://em.21dtv.com/songs/60010274.mkv
Beautiful Girl,http://em.21dtv.com/songs/60102803.mkv
避风港,http://em.21dtv.com/songs/60010450.mkv
不敢相信爱,http://em.21dtv.com/songs/60093345.mkv
柏拉图之恋,http://em.21dtv.com/songs/60009804.mkv
被你害(演唱会),http://em.21dtv.com/songs/60010299.mkv
别说(演唱会),http://em.21dtv.com/songs/60010687.mkv
冰山梦美人(无原唱),http://em.21dtv.com/songs/60010838.mkv
把所有的爱都留给你,http://em.21dtv.com/songs/60009584.mkv
不寻常,http://em.21dtv.com/songs/60011513.mkv
不要放开你的手,http://em.21dtv.com/songs/60011545.mkv
不要让你知道,http://em.21dtv.com/songs/60011602.mkv
错爱的呼唤,http://em.21dtv.com/songs/60013640.mkv
错爱的呼唤(演唱会),http://em.21dtv.com/songs/60013639.mkv
创举(演唱会),http://em.21dtv.com/songs/60013204.mkv
痴情画家,http://em.21dtv.com/songs/60093363.mkv
成田空港,http://em.21dtv.com/songs/60093358.mkv
查无此人,http://em.21dtv.com/songs/60012232.mkv
唱下去(演唱会),http://em.21dtv.com/songs/60012348.mkv
纯真传说,http://em.21dtv.com/songs/60013409.mkv
纯真传说(演唱会),http://em.21dtv.com/songs/60013407.mkv
唱这歌,http://em.21dtv.com/songs/60012360.mkv
唱这歌(演唱会),http://em.21dtv.com/songs/60012358.mkv
到底什么时候你才知道,http://em.21dtv.com/songs/60102805.mkv
到底有谁能够告诉我,http://em.21dtv.com/songs/60014754.mkv
到底有谁能够告诉我(演唱会),http://em.21dtv.com/songs/60014753.mkv
灯蛾,http://em.21dtv.com/songs/60093361.mkv
大家都知道(演唱会),http://em.21dtv.com/songs/60013999.mkv
单恋你,http://em.21dtv.com/songs/60014348.mkv
对你爱不完,http://em.21dtv.com/songs/60016029.mkv
对你爱不完(演唱会),http://em.21dtv.com/songs/60016027.mkv
当年旧事,http://em.21dtv.com/songs/60014573.mkv
动起来,http://em.21dtv.com/songs/60015661.mkv
动起来(演唱会),http://em.21dtv.com/songs/60015659.mkv
第四晚心情,http://em.21dtv.com/songs/60015223.mkv
第四晚心情(演唱会),http://em.21dtv.com/songs/60015222.mkv
等我回来,http://em.21dtv.com/songs/60015032.mkv
当我知道你们相爱,http://em.21dtv.com/songs/60014636.mkv
当我知道你们相爱(演唱会),http://em.21dtv.com/songs/60014635.mkv
大意,http://em.21dtv.com/songs/60014206.mkv
大易输入法之对不起我爱你,http://em.21dtv.com/songs/60014205.mkv
地狱天堂,http://em.21dtv.com/songs/60015137.mkv
地狱天堂(演唱会),http://em.21dtv.com/songs/60015136.mkv
飞(演唱会),http://em.21dtv.com/songs/60016764.mkv
fall in love,http://em.21dtv.com/songs/60001612.mkv
风不息,http://em.21dtv.com/songs/60017226.mkv
付出,http://em.21dtv.com/songs/60017743.mkv
风里密码,http://em.21dtv.com/songs/60017318.mkv
风里密码(演唱会),http://em.21dtv.com/songs/60017317.mkv
福气,http://em.21dtv.com/songs/60017696.mkv
分享爱,http://em.21dtv.com/songs/60017140.mkv
分享爱(演唱会),http://em.21dtv.com/songs/60017139.mkv
风云义(演唱会),http://em.21dtv.com/songs/60017449.mkv
复制灵魂,http://em.21dtv.com/songs/60017780.mkv
复制灵魂(演唱会),http://em.21dtv.com/songs/60017779.mkv
风之子,http://em.21dtv.com/songs/60017478.mkv
改变的使命,http://em.21dtv.com/songs/60017841.mkv
个个赞你乖,http://em.21dtv.com/songs/60018444.mkv
个个赞你乖(演唱会),http://em.21dtv.com/songs/60018443.mkv
goodbye valentine,http://em.21dtv.com/songs/60001981.mkv
刚柔流,http://em.21dtv.com/songs/60018147.mkv
国王的流行,http://em.21dtv.com/songs/60019455.mkv
国王的流行(演唱会),http://em.21dtv.com/songs/60019454.mkv
国王的新歌,http://em.21dtv.com/songs/60093351.mkv
高涨,http://em.21dtv.com/songs/60018256.mkv
活的好,http://em.21dtv.com/songs/60022357.mkv
好功夫,http://em.21dtv.com/songs/60093354.mkv
很难过还是要告诉你,http://em.21dtv.com/songs/60020651.mkv
坏情人(演唱会),http://em.21dtv.com/songs/60021713.mkv
好想说声谢谢你(演唱会),http://em.21dtv.com/songs/60020210.mkv
好一对,http://em.21dtv.com/songs/60093353.mkv
化装舞会,http://em.21dtv.com/songs/60021602.mkv
化装舞会(演唱会),http://em.21dtv.com/songs/60021601.mkv
i love you so太爱你,http://em.21dtv.com/songs/60002597.mkv
i love you so太爱你(演唱会),http://em.21dtv.com/songs/60002596.mkv
im on fire,http://em.21dtv.com/songs/60002873.mkv
i wanna hold you forever,http://em.21dtv.com/songs/60002688.mkv
惊变,http://em.21dtv.com/songs/60024202.mkv
惊变(演唱会),http://em.21dtv.com/songs/60024201.mkv
极度哀艳的晚上,http://em.21dtv.com/songs/60022594.mkv
极度哀艳的晚上(演唱会),http://em.21dtv.com/songs/60022593.mkv
家的发热纲,http://em.21dtv.com/songs/60022995.mkv
经典medley(演唱会),http://em.21dtv.com/songs/60024194.mkv
绝对美丽,http://em.21dtv.com/songs/60024834.mkv
绝对美丽(演唱会),http://em.21dtv.com/songs/60024833.mkv
降龙十八掌,http://em.21dtv.com/songs/60093367.mkv
敬启者之爱是全奉献,http://em.21dtv.com/songs/60024253.mkv
旧伤口,http://em.21dtv.com/songs/60024561.mkv
就是那么喜欢你,http://em.21dtv.com/songs/60090263.mkv
就算是情人,http://em.21dtv.com/songs/60024652.mkv
就是孙悟空,http://em.21dtv.com/songs/60118971.mkv
今夜我有点坏,http://em.21dtv.com/songs/60024006.mkv
今夜我有点坏(演唱会),http://em.21dtv.com/songs/60024005.mkv
苦恋视线,http://em.21dtv.com/songs/60093366.mkv
狂沙(演唱会),http://em.21dtv.com/songs/60025842.mkv
渴望,http://em.21dtv.com/songs/60025367.mkv
渴望无限,http://em.21dtv.com/songs/60025374.mkv
渴望无限(演唱会),http://em.21dtv.com/songs/60025373.mkv
渴望无限ASK_FOR_MORE,http://em.21dtv.com/songs/60090266.mkv
渴望无限ask for more,http://em.21dtv.com/songs/60025375.mkv
狂野之城,http://em.21dtv.com/songs/60025851.mkv
恋爱时间,http://em.21dtv.com/songs/60027042.mkv
恋爱态度1998,http://em.21dtv.com/songs/60027049.mkv
恋爱态度1998(演唱会),http://em.21dtv.com/songs/60027048.mkv
恋爱中,http://em.21dtv.com/songs/60027066.mkv
恋爱中(演唱会),http://em.21dtv.com/songs/60027065.mkv
浪人期望,http://em.21dtv.com/songs/60090265.mkv
蓝色魅力,http://em.21dtv.com/songs/60026099.mkv
临睡吻你一次,http://em.21dtv.com/songs/60027402.mkv
蓝色眼睛的爱情,http://em.21dtv.com/songs/60102808.mkv
澧涂,http://em.21dtv.com/songs/60028146.mkv
临行,http://em.21dtv.com/songs/60027397.mkv
临行(演唱会),http://em.21dtv.com/songs/60027396.mkv
留下句号的面容,http://em.21dtv.com/songs/60110585.mkv
留言信箱,http://em.21dtv.com/songs/60027578.mkv
梦伴,http://em.21dtv.com/songs/60029477.mkv
梦伴(演唱会),http://em.21dtv.com/songs/60029477.mkv
merry christmas,http://em.21dtv.com/songs/60003801.mkv
埋伏,http://em.21dtv.com/songs/60028418.mkv
没法再见你一面,http://em.21dtv.com/songs/60093360.mkv
梦见你回来(演唱会),http://em.21dtv.com/songs/60029569.mkv
梦难留,http://em.21dtv.com/songs/60029619.mkv
木偶袭地球,http://em.21dtv.com/songs/60030577.mkv
木偶袭地球(演唱会),http://em.21dtv.com/songs/60030576.mkv
名仕阁,http://em.21dtv.com/songs/60030083.mkv
每天爱你多一些(演唱会),http://em.21dtv.com/songs/60029050.mkv
明星(演唱会),http://em.21dtv.com/songs/60030230.mkv
没有你的爱,http://em.21dtv.com/songs/60028811.mkv
难道你现在还不知道,http://em.21dtv.com/songs/60031177.mkv
你牵走我的心,http://em.21dtv.com/songs/60031947.mkv
你是我的1+2,http://em.21dtv.com/songs/60032074.mkv
你是我的二分之一,http://em.21dtv.com/songs/60093347.mkv
你是我的一切,http://em.21dtv.com/songs/60032130.mkv
你是我的一切之春眠篇,http://em.21dtv.com/songs/60032132.mkv
你是我的一切之春眠篇(演唱会),http://em.21dtv.com/songs/60032131.mkv
你是未来,http://em.21dtv.com/songs/60032070.mkv
你是未来(演唱会),http://em.21dtv.com/songs/60032069.mkv
你是我心中最爱的人,http://em.21dtv.com/songs/60032178.mkv
你是我最宝贝的宝贝,http://em.21dtv.com/songs/60102804.mkv
那有一天不想你(演唱会),http://em.21dtv.com/songs/60030843.mkv
papa papa sakura(演唱会),http://em.21dtv.com/songs/60004402.mkv
para para sakura,http://em.21dtv.com/songs/60004408.mkv
para para sakura(演唱会),http://em.21dtv.com/songs/60004406.mkv
偏偏他对你很好,http://em.21dtv.com/songs/60093348.mkv
强,http://em.21dtv.com/songs/60034375.mkv
强(演唱会),http://em.21dtv.com/songs/60034373.mkv
亲爱宝贝,http://em.21dtv.com/songs/60034466.mkv
亲爱的(演唱会),http://em.21dtv.com/songs/60034469.mkv
情爱之间,http://em.21dtv.com/songs/60101533.mkv
青春敢想,http://em.21dtv.com/songs/60102810.mkv
全城之宝,http://em.21dtv.com/songs/60035877.mkv
情非得已离开你,http://em.21dtv.com/songs/60034967.mkv
砌你,http://em.21dtv.com/songs/60034039.mkv
砌你(演唱会),http://em.21dtv.com/songs/60034038.mkv
祈求,http://em.21dtv.com/songs/60033971.mkv
情人跳舞,http://em.21dtv.com/songs/60035249.mkv
情人眼里看世界,http://em.21dtv.com/songs/60035252.mkv
青蛙物语上集,http://em.21dtv.com/songs/60093368.mkv
如果今生不能和你一起,http://em.21dtv.com/songs/60036804.mkv
如果今生不能和你在一起,http://em.21dtv.com/songs/60088783.mkv
如果你认真过,http://em.21dtv.com/songs/60036865.mkv
如果听到这首歌,http://em.21dtv.com/songs/60036916.mkv
如果下半生,http://em.21dtv.com/songs/60036948.mkv
如果下半生(演唱会),http://em.21dtv.com/songs/60036947.mkv
如果一世得不到,http://em.21dtv.com/songs/60093355.mkv
仍记起这么多,http://em.21dtv.com/songs/60093346.mkv
人间天堂(无原唱),http://em.21dtv.com/songs/60036340.mkv
若有所失,http://em.21dtv.com/songs/60037127.mkv
若有所失(演唱会),http://em.21dtv.com/songs/60037126.mkv
舍不得让你走,http://em.21dtv.com/songs/60038225.mkv
是不是每一个恋爱的人都像我,http://em.21dtv.com/songs/60102807.mkv
三岔口,http://em.21dtv.com/songs/60116295.mkv
三岔口(演唱会),http://em.21dtv.com/songs/60037180.mkv
时光,http://em.21dtv.com/songs/60039095.mkv
时光(演唱会),http://em.21dtv.com/songs/60039095.mkv
谁会记得我,http://em.21dtv.com/songs/60039988.mkv
守护你,http://em.21dtv.com/songs/60039676.mkv
神经,http://em.21dtv.com/songs/60038457.mkv
神经(演唱会),http://em.21dtv.com/songs/60038456.mkv
神经 故事篇,http://em.21dtv.com/songs/60038455.mkv
说你爱我,http://em.21dtv.com/songs/60102809.mkv
谁能代替你,http://em.21dtv.com/songs/60040032.mkv
谁能代替你(演唱会),http://em.21dtv.com/songs/60040031.mkv
食你落肚,http://em.21dtv.com/songs/60039182.mkv
说声我爱你,http://em.21dtv.com/songs/60089507.mkv
盛世最强,http://em.21dtv.com/songs/60093364.mkv
水手装与机关枪,http://em.21dtv.com/songs/60040226.mkv
水手装与机关枪(演唱会),http://em.21dtv.com/songs/60040225.mkv
summer aloha(演唱会),http://em.21dtv.com/songs/60005325.mkv
是我,http://em.21dtv.com/songs/60039501.mkv
伤心的话留到明天再说,http://em.21dtv.com/songs/60037863.mkv
伤心的话留到明天再说(演唱会),http://em.21dtv.com/songs/60037862.mkv
是雨还是眼泪,http://em.21dtv.com/songs/60039530.mkv
失忆谅解备忘录,http://em.21dtv.com/songs/60038848.mkv
失忆谅解备忘录(演唱会),http://em.21dtv.com/songs/60038847.mkv
是最好人生,http://em.21dtv.com/songs/60039540.mkv
十指紧扣,http://em.21dtv.com/songs/60039049.mkv
听傲江湖(演唱会),http://em.21dtv.com/songs/60042507.mkv
同爱继续,http://em.21dtv.com/songs/60093349.mkv
太爱你,http://em.21dtv.com/songs/60041296.mkv
天地不容(演唱会),http://em.21dtv.com/songs/60041784.mkv
听风的歌,http://em.21dtv.com/songs/60042529.mkv
听风的歌(演唱会),http://em.21dtv.com/songs/60042528.mkv
童话小公主,http://em.21dtv.com/songs/60042743.mkv
痛哭,http://em.21dtv.com/songs/60042799.mkv
痛哭(演唱会),http://em.21dtv.com/songs/60042797.mkv
铁幕诱惑,http://em.21dtv.com/songs/60042482.mkv
铁幕诱惑(演唱会),http://em.21dtv.com/songs/60042480.mkv
天涯,http://em.21dtv.com/songs/60042226.mkv
天涯凝望,http://em.21dtv.com/songs/60042263.mkv
讨厌喜欢你,http://em.21dtv.com/songs/60041631.mkv
我爱你,http://em.21dtv.com/songs/60044606.mkv
忘不了(演唱会),http://em.21dtv.com/songs/60043479.mkv
我抱歉,http://em.21dtv.com/songs/60044718.mkv
我不认输,http://em.21dtv.com/songs/60044808.mkv
我的爱人,http://em.21dtv.com/songs/60045018.mkv
我的开始在这里,http://em.21dtv.com/songs/60045131.mkv
我的心开始有落寞时候,http://em.21dtv.com/songs/60045267.mkv
为何仍剩我一人,http://em.21dtv.com/songs/60043882.mkv
无忌,http://em.21dtv.com/songs/60047147.mkv
忘了,http://em.21dtv.com/songs/60043575.mkv
舞林正传,http://em.21dtv.com/songs/60047784.mkv
舞林正传(演唱会),http://em.21dtv.com/songs/60047783.mkv
微凉之后,http://em.21dtv.com/songs/60093356.mkv
忘了怎么,http://em.21dtv.com/songs/60043623.mkv
无梦英雄,http://em.21dtv.com/songs/60047232.mkv
我是不是该安静地走开,http://em.21dtv.com/songs/60046079.mkv
我是不是该安静的走开(演唱会),http://em.21dtv.com/songs/60046076.mkv
吻我吧(演唱会)(无原唱),http://em.21dtv.com/songs/60044423.mkv
我为何让你走(演唱会),http://em.21dtv.com/songs/60046300.mkv
望乡,http://em.21dtv.com/songs/60043711.mkv
望乡(演唱会),http://em.21dtv.com/songs/60043709.mkv
危险动作,http://em.21dtv.com/songs/60043742.mkv
我喜欢这样想你,http://em.21dtv.com/songs/60102806.mkv
我心狂野,http://em.21dtv.com/songs/60046445.mkv
无心睡眠(演唱会),http://em.21dtv.com/songs/60047500.mkv
我想偷偷对你说我爱你,http://em.21dtv.com/songs/60046402.mkv
望乡之再见萤火虫,http://em.21dtv.com/songs/60043714.mkv
我勇敢,http://em.21dtv.com/songs/60046674.mkv
我要给你全部的爱(演唱会),http://em.21dtv.com/songs/60046528.mkv
唯一色彩,http://em.21dtv.com/songs/60044189.mkv
唯一色彩(演唱会),http://em.21dtv.com/songs/60044188.mkv
新的喝采,http://em.21dtv.com/songs/60050815.mkv
新的喝彩(演唱会),http://em.21dtv.com/songs/60050814.mkv
信鸽,http://em.21dtv.com/songs/60050996.mkv
羡慕我,http://em.21dtv.com/songs/60048539.mkv
想你每分钟,http://em.21dtv.com/songs/60049139.mkv
