林俊杰,#genre#
婚后事,http://em.21dtv.com/songs/60022305.mkv
护花使者,http://em.21dtv.com/songs/60021301.mkv
护花使者(演唱会),http://em.21dtv.com/songs/60021299.mkv
后会有期,http://em.21dtv.com/songs/60021099.mkv
合久必婚,http://em.21dtv.com/songs/60020312.mkv
合久必婚(演唱会),http://em.21dtv.com/songs/60020308.mkv
混乱,http://em.21dtv.com/songs/60168555.mkv
红楼梦,http://em.21dtv.com/songs/60020886.mkv
花落谁家,http://em.21dtv.com/songs/60021445.mkv
花落谁家(演唱会),http://em.21dtv.com/songs/60021444.mkv
活埋,http://em.21dtv.com/songs/60168488.mkv
和你在一起,http://em.21dtv.com/songs/60158446.mkv
婚前的女人,http://em.21dtv.com/songs/60022317.mkv
婚前的女人(演唱会),http://em.21dtv.com/songs/60022316.mkv
红日,http://em.21dtv.com/songs/60020943.mkv
红日(演唱会),http://em.21dtv.com/songs/60020941.mkv
好人一个,http://em.21dtv.com/songs/60020145.mkv
回首,http://em.21dtv.com/songs/60022176.mkv
回首(演唱会),http://em.21dtv.com/songs/60022175.mkv
好戏之人,http://em.21dtv.com/songs/60020181.mkv
好戏之人(演唱会),http://em.21dtv.com/songs/60020180.mkv
韩夜不冷,http://em.21dtv.com/songs/60019896.mkv
花园街的流星,http://em.21dtv.com/songs/60111157.mkv
活着为求什么,http://em.21dtv.com/songs/60069485.mkv
旧欢如梦(演唱会),http://em.21dtv.com/songs/60024507.mkv
姐姐,http://em.21dtv.com/songs/60022985.mkv
佳节(演唱会),http://em.21dtv.com/songs/60022984.mkv
拒绝在玩,http://em.21dtv.com/songs/60024737.mkv
眷恋,http://em.21dtv.com/songs/60024761.mkv
寂寞喽啰,http://em.21dtv.com/songs/60022903.mkv
寂寞夜晚,http://em.21dtv.com/songs/60022944.mkv
寂寞烟雨天,http://em.21dtv.com/songs/60022939.mkv
旧生会,http://em.21dtv.com/songs/60024565.mkv
进退两男,http://em.21dtv.com/songs/60092801.mkv
今晚唱劲歌,http://em.21dtv.com/songs/60023897.mkv
今夕是何年,http://em.21dtv.com/songs/60023918.mkv
今夕是何年(演唱会),http://em.21dtv.com/songs/60023917.mkv
九月中的陌生人(无原唱),http://em.21dtv.com/songs/60024365.mkv
决战草原,http://em.21dtv.com/songs/60066091.mkv
给自己的情书,http://em.21dtv.com/songs/60112745.mkv
哭过笑过爱过痛过,http://em.21dtv.com/songs/60110268.mkv
k歌之王,http://em.21dtv.com/songs/60003223.mkv
kiss u goodnight,http://em.21dtv.com/songs/60003181.mkv
孔明灯,http://em.21dtv.com/songs/60062599.mkv
可惜不是你,http://em.21dtv.com/songs/60119651.mkv
开学礼,http://em.21dtv.com/songs/60025043.mkv
开学礼(演唱会),http://em.21dtv.com/songs/60025042.mkv
空中飞人,http://em.21dtv.com/songs/60161833.mkv
空中飞人(演唱会),http://em.21dtv.com/songs/60025482.mkv
绿,http://em.21dtv.com/songs/60028151.mkv
六尺风云,http://em.21dtv.com/songs/60027774.mkv
留多一分钟,http://em.21dtv.com/songs/60027529.mkv
留什么给你,http://em.21dtv.com/songs/60027556.mkv
良心,http://em.21dtv.com/songs/60027169.mkv
龙须糖,http://em.21dtv.com/songs/60146386.mkv
蓝月亮(演唱会),http://em.21dtv.com/songs/60026151.mkv
牡丹亭惊梦(演唱会),http://em.21dtv.com/songs/60030552.mkv
梦断他乡,http://em.21dtv.com/songs/60029517.mkv
明明深爱着你,http://em.21dtv.com/songs/60076719.mkv
梦如欢旧旧欢如梦(演唱会),http://em.21dtv.com/songs/60076676.mkv
命运符号(演唱会),http://em.21dtv.com/songs/60030295.mkv
蜜月花车,http://em.21dtv.com/songs/60029987.mkv
没有你赢了世界又如何,http://em.21dtv.com/songs/60028843.mkv
my shirley,http://em.21dtv.com/songs/60004025.mkv
你5,http://em.21dtv.com/songs/60031373.mkv
女孩好奇怪,http://em.21dtv.com/songs/60163021.mkv
你是我的太阳(演唱会),http://em.21dtv.com/songs/60032110.mkv
你要的未来,http://em.21dtv.com/songs/60064657.mkv
你最重要,http://em.21dtv.com/songs/60111155.mkv
偶尔平凡,http://em.21dtv.com/songs/60137697.mkv
oh candice(演唱会),http://em.21dtv.com/songs/60004213.mkv
one night in paris,http://em.21dtv.com/songs/60004296.mkv
please say i do,http://em.21dtv.com/songs/60073754.mkv
陪你干了这杯酒,http://em.21dtv.com/songs/60066213.mkv
破晓时份,http://em.21dtv.com/songs/60033683.mkv
破晓时分(演唱会),http://em.21dtv.com/songs/60033684.mkv
披着羊皮的狼,http://em.21dtv.com/songs/60115218.mkv
情(是永远着迷)(演唱会),http://em.21dtv.com/songs/60034915.mkv
请放手,http://em.21dtv.com/songs/60035521.mkv
情非首尔,http://em.21dtv.com/songs/60034970.mkv
情非首尔(演唱会),http://em.21dtv.com/songs/60034968.mkv
前后脚,http://em.21dtv.com/songs/60034277.mkv
前进,http://em.21dtv.com/songs/60079941.mkv
情牢,http://em.21dtv.com/songs/60035058.mkv
球迷奇遇记,http://em.21dtv.com/songs/60035810.mkv
球迷奇遇记(演唱会),http://em.21dtv.com/songs/60035810.mkv
请你不要难过,http://em.21dtv.com/songs/60103351.mkv
情难再,http://em.21dtv.com/songs/60109423.mkv
请你早睡早起,http://em.21dtv.com/songs/60035594.mkv
缱绻星光下,http://em.21dtv.com/songs/60034340.mkv
缱绻星光下(演唱会),http://em.21dtv.com/songs/60034340.mkv
情人的婚纱,http://em.21dtv.com/songs/60111156.mkv
签纸,http://em.21dtv.com/songs/60114593.mkv
如果你知我苦衷(演唱会),http://em.21dtv.com/songs/60036899.mkv
仍是老地方(演唱会),http://em.21dtv.com/songs/60036597.mkv
似曾相识,http://em.21dtv.com/songs/60064926.mkv
伤寒(演唱会),http://em.21dtv.com/songs/60037784.mkv
失魂记(MTV),http://em.21dtv.com/songs/60143533.mkv
show(演唱会),http://em.21dtv.com/songs/60073874.mkv
世界末日的早上(演唱会),http://em.21dtv.com/songs/60039276.mkv
谁可改变(演唱会),http://em.21dtv.com/songs/60040004.mkv
傻女(演唱会),http://em.21dtv.com/songs/60037532.mkv
十年前后,http://em.21dtv.com/songs/60038990.mkv
十年前后(演唱会),http://em.21dtv.com/songs/60038989.mkv
嗓泣,http://em.21dtv.com/songs/60037401.mkv
输情歌,http://em.21dtv.com/songs/60039756.mkv
三千零一夜,http://em.21dtv.com/songs/60037286.mkv
三千零一夜(演唱会),http://em.21dtv.com/songs/60037285.mkv
胜情中人(演唱会),http://em.21dtv.com/songs/60038691.mkv
深深深,http://em.21dtv.com/songs/60161832.mkv
谁愿分手(演唱会),http://em.21dtv.com/songs/60040159.mkv
谁最爱你,http://em.21dtv.com/songs/60145217.mkv
十字路口,http://em.21dtv.com/songs/60039060.mkv
胜中情人,http://em.21dtv.com/songs/60092798.mkv
神州行(演唱会),http://em.21dtv.com/songs/60038516.mkv
投奔爱海,http://em.21dtv.com/songs/60042893.mkv
听不见看不见,http://em.21dtv.com/songs/60116578.mkv
逃避你(演唱会),http://em.21dtv.com/songs/60041540.mkv
她慈我悲,http://em.21dtv.com/songs/60041143.mkv
天河,http://em.21dtv.com/songs/60061627.mkv
天空海阔,http://em.21dtv.com/songs/60041883.mkv
铜锣湾的你,http://em.21dtv.com/songs/60164743.mkv
听说你失恋(无原唱),http://em.21dtv.com/songs/60042584.mkv
天水围城(演唱会),http://em.21dtv.com/songs/60042091.mkv
天梯,http://em.21dtv.com/songs/60120605.mkv
天天都是情人节(演唱会),http://em.21dtv.com/songs/60042130.mkv
偷偷摸摸,http://em.21dtv.com/songs/60042849.mkv
跳舞波鞋,http://em.21dtv.com/songs/60042444.mkv
victory,http://em.21dtv.com/songs/60006051.mkv
吻别的位置,http://em.21dtv.com/songs/60044412.mkv
吻别的位置(演唱会),http://em.21dtv.com/songs/60044411.mkv
我不会唱歌,http://em.21dtv.com/songs/60044777.mkv
我不会唱歌(演唱会),http://em.21dtv.com/songs/60044774.mkv
玩出火(演唱会),http://em.21dtv.com/songs/60043159.mkv
未成年同盟会,http://em.21dtv.com/songs/60044233.mkv
未成年同盟会(演唱会),http://em.21dtv.com/songs/60044232.mkv
为你唱这首歌,http://em.21dtv.com/songs/60066375.mkv
万年孤寂,http://em.21dtv.com/songs/60043284.mkv
为你流泪,http://em.21dtv.com/songs/60043983.mkv
为你钟情(演唱会),http://em.21dtv.com/songs/60044018.mkv
无朋友,http://em.21dtv.com/songs/60102328.mkv
屋企,http://em.21dtv.com/songs/60102327.mkv
五十路,http://em.21dtv.com/songs/60155025.mkv
我是中国人(演唱会),http://em.21dtv.com/songs/60046242.mkv
为我深情,http://em.21dtv.com/songs/60092793.mkv
我需要你,http://em.21dtv.com/songs/60046482.mkv
无言感激(演唱会),http://em.21dtv.com/songs/60047529.mkv
雾之恋,http://em.21dtv.com/songs/60117806.mkv
我着十号,http://em.21dtv.com/songs/60046849.mkv
相爱无门,http://em.21dtv.com/songs/60048616.mkv
小宝宝(演唱会),http://em.21dtv.com/songs/60049492.mkv
心悲秋,http://em.21dtv.com/songs/60050166.mkv
心淡(演唱会),http://em.21dtv.com/songs/60050180.mkv
幸福(演唱会),http://em.21dtv.com/songs/60051205.mkv
心甘情愿,http://em.21dtv.com/songs/60050241.mkv
心计,http://em.21dtv.com/songs/60050309.mkv
心计(演唱会),http://em.21dtv.com/songs/60050307.mkv
血脉沸腾,http://em.21dtv.com/songs/60051791.mkv
雪女(无原唱),http://em.21dtv.com/songs/60051719.mkv
夏日之神话(演唱会),http://em.21dtv.com/songs/60048393.mkv
心上人(演唱会),http://em.21dtv.com/songs/60050464.mkv
小题大做(演唱会),http://em.21dtv.com/songs/60078725.mkv
希望,http://em.21dtv.com/songs/60047973.mkv
希望(演唱会),http://em.21dtv.com/songs/60047967.mkv
写我深情,http://em.21dtv.com/songs/60050014.mkv
信心保证,http://em.21dtv.com/songs/60051016.mkv
谢谢你的 一起走过的日子,http://em.21dtv.com/songs/60118662.mkv
寻最,http://em.21dtv.com/songs/60051852.mkv
月半小夜曲,http://em.21dtv.com/songs/60056282.mkv
月半小夜曲(演唱会),http://em.21dtv.com/songs/60056280.mkv
一个都不能少,http://em.21dtv.com/songs/60126995.mkv
月光玫瑰(演唱会),http://em.21dtv.com/songs/60056343.mkv
一个人飞,http://em.21dtv.com/songs/60053047.mkv
一个人飞(演唱会),http://em.21dtv.com/songs/60053046.mkv
一个也不能少,http://em.21dtv.com/songs/60128085.mkv
樱花,http://em.21dtv.com/songs/60054457.mkv
云河(演唱会),http://em.21dtv.com/songs/60056646.mkv
玉蝴蝶(演唱会),http://em.21dtv.com/songs/60055778.mkv
遇见你,http://em.21dtv.com/songs/60066550.mkv
越开心越寂寞,http://em.21dtv.com/songs/60065440.mkv
一千零一夜(演唱会),http://em.21dtv.com/songs/60053409.mkv
一切是创造,http://em.21dtv.com/songs/60053443.mkv
依然相爱,http://em.21dtv.com/songs/60054004.mkv
一生不爱别人,http://em.21dtv.com/songs/60053513.mkv
一生不爱别人(演唱会),http://em.21dtv.com/songs/60053512.mkv
一生不变,http://em.21dtv.com/songs/60053515.mkv
一生挂念你,http://em.21dtv.com/songs/60053548.mkv
一生何求,http://em.21dtv.com/songs/60161831.mkv
一生想您,http://em.21dtv.com/songs/60053590.mkv
一生想您(演唱会),http://em.21dtv.com/songs/60053588.mkv
英雄故事,http://em.21dtv.com/songs/60054426.mkv
依依不舍,http://em.21dtv.com/songs/60054018.mkv
雨夜的浪漫(演唱会),http://em.21dtv.com/songs/60055719.mkv
遥远的她,http://em.21dtv.com/songs/60118663.mkv
越夜越坏,http://em.21dtv.com/songs/60056623.mkv
一知半解,http://em.21dtv.com/songs/60053899.mkv
最爱演唱会(演唱会),http://em.21dtv.com/songs/60060112.mkv
长伴到老,http://em.21dtv.com/songs/60057555.mkv
珍宝珠(演唱会),http://em.21dtv.com/songs/60079562.mkv
这段爱(演唱会),http://em.21dtv.com/songs/60057766.mkv
只懂得对你好,http://em.21dtv.com/songs/60058399.mkv
纸婚,http://em.21dtv.com/songs/60058771.mkv
知己,http://em.21dtv.com/songs/60056817.mkv
再见演奏厅,http://em.21dtv.com/songs/60056909.mkv
怎么爱个女人,http://em.21dtv.com/songs/60164740.mkv
真面目,http://em.21dtv.com/songs/60058136.mkv
这么深爱你的只有我,http://em.21dtv.com/songs/60092800.mkv
罪人,http://em.21dtv.com/songs/60060475.mkv
醉人的一晚,http://em.21dtv.com/songs/60105970.mkv
终生爱慕,http://em.21dtv.com/songs/60092797.mkv
终身美丽(演唱会),http://em.21dtv.com/songs/60059025.mkv
自私女人,http://em.21dtv.com/songs/60164742.mkv
钻石人生(演唱会),http://em.21dtv.com/songs/60079764.mkv
在我身边(演唱会),http://em.21dtv.com/songs/60057161.mkv
只想您会意,http://em.21dtv.com/songs/60058476.mkv
只想你会意(演唱会),http://em.21dtv.com/songs/60058475.mkv
知心朋友,http://em.21dtv.com/songs/60116579.mkv
只想找到你,http://em.21dtv.com/songs/60058486.mkv
再一次想你,http://em.21dtv.com/songs/60057016.mkv
再一次想你(演唱会),http://em.21dtv.com/songs/60057015.mkv
在一起却很寂寞,http://em.21dtv.com/songs/60111961.mkv
自作自受,http://em.21dtv.com/songs/60059818.mkv

老狼,#genre#
阿爸是喃的靠山,http://em.21dtv.com/songs/60157471.mkv
爱的归宿,http://em.21dtv.com/songs/60097388.mkv
爱的越真伤得越深,http://em.21dtv.com/songs/60007450.mkv
爱到最后只剩下回忆,http://em.21dtv.com/songs/60074317.mkv
爱花的男孩,http://em.21dtv.com/songs/60063862.mkv
暗恋,http://em.21dtv.com/songs/60094282.mkv
爱你忘了吗,http://em.21dtv.com/songs/60164125.mkv
爱情的故事,http://em.21dtv.com/songs/60008158.mkv
爱情故事,http://em.21dtv.com/songs/60089948.mkv
爱情亲像风,http://em.21dtv.com/songs/60157469.mkv
爱上你这样的情人,http://em.21dtv.com/songs/60008700.mkv
暗香,http://em.21dtv.com/songs/60123345.mkv
奥运狂欢夜,http://em.21dtv.com/songs/60009444.mkv
暗夜谁,http://em.21dtv.com/songs/60102695.mkv
爱走了心碎了,http://em.21dtv.com/songs/60009288.mkv
爱在心头,http://em.21dtv.com/songs/60157468.mkv
把爱留给你,http://em.21dtv.com/songs/60094280.mkv
蝙蝠,http://em.21dtv.com/songs/60089448.mkv
百分之百的女孩,http://em.21dtv.com/songs/60009773.mkv
不假不真,http://em.21dtv.com/songs/60088142.mkv
北京的冬天,http://em.21dtv.com/songs/60074648.mkv
别哭了,http://em.21dtv.com/songs/60010600.mkv
巴黎归来,http://em.21dtv.com/songs/60125832.mkv
别来无恙,http://em.21dtv.com/songs/60155116.mkv
奔跑吧长白山,http://em.21dtv.com/songs/60163130.mkv
BREATHE EASY,http://em.21dtv.com/songs/60096602.mkv
别让我一个人走,http://em.21dtv.com/songs/60104477.mkv
不是有意打扰你,http://em.21dtv.com/songs/60153572.mkv
不渝的男人,http://em.21dtv.com/songs/60144825.mkv
不要走,http://em.21dtv.com/songs/60104476.mkv
别在梦醒之前离开我,http://em.21dtv.com/songs/60010786.mkv
别再为我哭,http://em.21dtv.com/songs/60010772.mkv
唱出你的名,http://em.21dtv.com/songs/60157465.mkv
冲动的惩罚+回心转意_我说我爱你,http://em.21dtv.com/songs/60087267.mkv
嫦娥爱上猪八戒,http://em.21dtv.com/songs/60012295.mkv
穿过流水,http://em.21dtv.com/songs/60091888.mkv
刺激2007,http://em.21dtv.com/songs/60013459.mkv
财神要你发大财,http://em.21dtv.com/songs/60132646.mkv
春天的故事,http://em.21dtv.com/songs/60137784.mkv
叠爱,http://em.21dtv.com/songs/60015393.mkv
day by day,http://em.21dtv.com/songs/60082130.mkv
当爱已成伤害,http://em.21dtv.com/songs/60094278.mkv
挡不住的思念,http://em.21dtv.com/songs/60165187.mkv
兜兜风,http://em.21dtv.com/songs/60015730.mkv
大汉刘邦,http://em.21dtv.com/songs/60068202.mkv
灯火阑珊,http://em.21dtv.com/songs/60094283.mkv
当你想起我,http://em.21dtv.com/songs/60131552.mkv
盾牌青春,http://em.21dtv.com/songs/60111178.mkv
Dream Bigger,http://em.21dtv.com/songs/60169952.mkv
dream city(无原唱),http://em.21dtv.com/songs/60001417.mkv
冬雨,http://em.21dtv.com/songs/60123341.mkv
豆芽菜的爱,http://em.21dtv.com/songs/60015761.mkv
豆芽菜的爱(演唱会),http://em.21dtv.com/songs/60015760.mkv
等着你,http://em.21dtv.com/songs/60155121.mkv
恩情,http://em.21dtv.com/songs/60102420.mkv
飞驰的人生,http://em.21dtv.com/songs/60168874.mkv
放风筝,http://em.21dtv.com/songs/60095308.mkv
风留沙,http://em.21dtv.com/songs/60154660.mkv
父母亲,http://em.21dtv.com/songs/60104479.mkv
风雨同舟,http://em.21dtv.com/songs/60017425.mkv
歌,http://em.21dtv.com/songs/60100394.mkv
歌唱吧长吉图,http://em.21dtv.com/songs/60120120.mkv
孤单寂寞有点冷,http://em.21dtv.com/songs/60094277.mkv
古湘恋,http://em.21dtv.com/songs/60094275.mkv
感谢这一生有你,http://em.21dtv.com/songs/60075464.mkv
管艺,http://em.21dtv.com/songs/60118851.mkv
关于现在关于未来,http://em.21dtv.com/songs/60089447.mkv
国字粹,http://em.21dtv.com/songs/60068297.mkv
回不去了,http://em.21dtv.com/songs/60154658.mkv
红豆,http://em.21dtv.com/songs/60020822.mkv
蝴蝶飞,http://em.21dtv.com/songs/60021245.mkv
胡蝶飞音,http://em.21dtv.com/songs/60088935.mkv
红红火火过大年,http://em.21dtv.com/songs/60152776.mkv
回家吃饭,http://em.21dtv.com/songs/60101715.mkv
花开花谢花满天,http://em.21dtv.com/songs/60123351.mkv
花开花谢花满天(演唱会),http://em.21dtv.com/songs/60021433.mkv
虎口脱险,http://em.21dtv.com/songs/60021286.mkv
活明白,http://em.21dtv.com/songs/60022374.mkv
幻期颐,http://em.21dtv.com/songs/60119871.mkv
何小姐,http://em.21dtv.com/songs/60134439.mkv
很想我们一起,http://em.21dtv.com/songs/60020667.mkv
红腰带,http://em.21dtv.com/songs/60113829.mkv
红叶醉秋,http://em.21dtv.com/songs/60115036.mkv
和自己竞赛,http://em.21dtv.com/songs/60121839.mkv
就差钱,http://em.21dtv.com/songs/60024593.mkv
经彩人生,http://em.21dtv.com/songs/60102920.mkv
姐弟爱,http://em.21dtv.com/songs/60118847.mkv
将军,http://em.21dtv.com/songs/60156397.mkv
几两,http://em.21dtv.com/songs/60157464.mkv
寂寞的黄昏,http://em.21dtv.com/songs/60093640.mkv
脚踏车,http://em.21dtv.com/songs/60076069.mkv
开创新时代,http://em.21dtv.com/songs/60150399.mkv
科尔沁大草原,http://em.21dtv.com/songs/60154666.mkv
渴望和你再相聚,http://em.21dtv.com/songs/60155120.mkv
恋爱未遂,http://em.21dtv.com/songs/60076414.mkv
离开以后,http://em.21dtv.com/songs/60026768.mkv
老了,http://em.21dtv.com/songs/60126424.mkv
萝莉的魔力,http://em.21dtv.com/songs/60080641.mkv
泪流的洒脱,http://em.21dtv.com/songs/60085363.mkv
恋恋风尘,http://em.21dtv.com/songs/60027094.mkv
蓝色理想,http://em.21dtv.com/songs/60026098.mkv
旅途,http://em.21dtv.com/songs/60120860.mkv
浏阳河之恋,http://em.21dtv.com/songs/60128311.mkv
另一种温柔,http://em.21dtv.com/songs/60027493.mkv
来自我心,http://em.21dtv.com/songs/60026020.mkv
米店,http://em.21dtv.com/songs/60120861.mkv
模范情书,http://em.21dtv.com/songs/60030314.mkv
玫瑰爱人,http://em.21dtv.com/songs/60028923.mkv
麦克,http://em.21dtv.com/songs/60028443.mkv
梦里见过你,http://em.21dtv.com/songs/60155119.mkv
妹妹跟我走,http://em.21dtv.com/songs/60103367.mkv
慢慢来,http://em.21dtv.com/songs/60097111.mkv
明明说好了不哭,http://em.21dtv.com/songs/60030114.mkv
美人,http://em.21dtv.com/songs/60029331.mkv
迷途知返,http://em.21dtv.com/songs/60154412.mkv
梦想,http://em.21dtv.com/songs/60080192.mkv
没有你以后,http://em.21dtv.com/songs/60086694.mkv
没有钱你会爱我吗,http://em.21dtv.com/songs/60028851.mkv
没有钱你会爱我吗(演唱会),http://em.21dtv.com/songs/60028850.mkv
梦中的卓玛,http://em.21dtv.com/songs/60155118.mkv
忙中有错,http://em.21dtv.com/songs/60151809.mkv
弄错的车站,http://em.21dtv.com/songs/60032775.mkv
你的金钱不是我的爱情,http://em.21dtv.com/songs/60031570.mkv
你的心究竟给了谁,http://em.21dtv.com/songs/60031631.mkv
鸟儿的幻想,http://em.21dtv.com/songs/60032673.mkv
你干嘛呢,http://em.21dtv.com/songs/60170238.mkv
你会幸福的,http://em.21dtv.com/songs/60031809.mkv
你给我的地老天荒,http://em.21dtv.com/songs/60110894.mkv
你教我的大母鸡,http://em.21dtv.com/songs/60094273.mkv
你可知道我多么爱你,http://em.21dtv.com/songs/60108142.mkv
你妈逼你结婚了吗,http://em.21dtv.com/songs/60094272.mkv
那么那么地,http://em.21dtv.com/songs/60030734.mkv
那那边,http://em.21dtv.com/songs/60030736.mkv
你漂亮的小脸蛋,http://em.21dtv.com/songs/60094274.mkv
你是不是我最疼爱的人,http://em.21dtv.com/songs/60122089.mkv
你是我的宝贝,http://em.21dtv.com/songs/60069669.mkv
你是我的唯一,http://em.21dtv.com/songs/60083524.mkv
你是我的唯一(舞曲版),http://em.21dtv.com/songs/60076947.mkv
你又怎么会知道,http://em.21dtv.com/songs/60110893.mkv
ok 100,http://em.21dtv.com/songs/60084751.mkv
漂浮的家,http://em.21dtv.com/songs/60128317.mkv
啪啪啪,http://em.21dtv.com/songs/60127581.mkv
菩提树上的叮当,http://em.21dtv.com/songs/60033698.mkv
飘雪的故乡,http://em.21dtv.com/songs/60120121.mkv
朋友的电话,http://em.21dtv.com/songs/60033324.mkv
亲爱的别再让我流泪,http://em.21dtv.com/songs/60069717.mkv
亲爱的对不起,http://em.21dtv.com/songs/60034502.mkv
请不要在说爱我,http://em.21dtv.com/songs/60151095.mkv
秋风中的思念,http://em.21dtv.com/songs/60169196.mkv
晴朗(演唱会),http://em.21dtv.com/songs/60035483.mkv
请你抱紧我,http://em.21dtv.com/songs/60035539.mkv
qq姑娘,http://em.21dtv.com/songs/60004569.mkv
情人劫,http://em.21dtv.com/songs/60035229.mkv
情人节的眼泪,http://em.21dtv.com/songs/60094279.mkv
情人眼里出西施,http://em.21dtv.com/songs/60083668.mkv
千万不通有寂寞的伤悲(无原唱),http://em.21dtv.com/songs/60034160.mkv
情义无价,http://em.21dtv.com/songs/60035412.mkv
让爱自由,http://em.21dtv.com/songs/60036045.mkv
如果爱可以重来,http://em.21dtv.com/songs/60120122.mkv
如果还能再见,http://em.21dtv.com/songs/60104478.mkv
人民群众,http://em.21dtv.com/songs/60162471.mkv
柔柔的眼波柔柔的你,http://em.21dtv.com/songs/60036715.mkv
让我牵着你的手,http://em.21dtv.com/songs/60104481.mkv
让我偷偷望你一眼,http://em.21dtv.com/songs/60036173.mkv
舍不得,http://em.21dtv.com/songs/60133879.mkv
山冲里毛竹美,http://em.21dtv.com/songs/60090682.mkv
山风吹过,http://em.21dtv.com/songs/60148296.mkv
水缸里的月亮,http://em.21dtv.com/songs/60040185.mkv
三个字(无原唱),http://em.21dtv.com/songs/60037218.mkv
谁更重要,http://em.21dtv.com/songs/60169348.mkv
死角,http://em.21dtv.com/songs/60068689.mkv
世界需要爱,http://em.21dtv.com/songs/60164614.mkv
时间有多远,http://em.21dtv.com/songs/60099077.mkv
是酒也是泪(无原唱),http://em.21dtv.com/songs/60039438.mkv
失落的心,http://em.21dtv.com/songs/60087431.mkv
什么样的男人是你最爱,http://em.21dtv.com/songs/60110891.mkv
思念的阿母,http://em.21dtv.com/songs/60157467.mkv
傻女人,http://em.21dtv.com/songs/60144834.mkv
逝去的回忆,http://em.21dtv.com/songs/60062722.mkv
沙滩白日梦(无原唱),http://em.21dtv.com/songs/60037477.mkv
守着电话的妈妈,http://em.21dtv.com/songs/60039699.mkv
试着忘记,http://em.21dtv.com/songs/60064888.mkv
睡在我上铺的兄弟,http://em.21dtv.com/songs/60040299.mkv
特别特别的想你,http://em.21dtv.com/songs/60103368.mkv
天赐,http://em.21dtv.com/songs/60149410.mkv
听海(演唱会),http://em.21dtv.com/songs/60042534.mkv
the end,http://em.21dtv.com/songs/60005579.mkv
桃花满天红,http://em.21dtv.com/songs/60041584.mkv
天河藏布江,http://em.21dtv.com/songs/60133824.mkv
体面,http://em.21dtv.com/songs/60156812.mkv
同桌的你,http://em.21dtv.com/songs/60042722.mkv
同桌的你(演唱会),http://em.21dtv.com/songs/60042721.mkv
我爱大草原,http://em.21dtv.com/songs/60066384.mkv
我爱香气,http://em.21dtv.com/songs/60125792.mkv
忘不了开,http://em.21dtv.com/songs/60043502.mkv
我不愿看到你再流泪,http://em.21dtv.com/songs/60123343.mkv
我不愿看见你流泪,http://em.21dtv.com/songs/60088933.mkv
我不愿看见你在流泪(演唱会),http://em.21dtv.com/songs/60044914.mkv
我不愿意看见你再流泪,http://em.21dtv.com/songs/60044916.mkv
我曾经深爱过的女人,http://em.21dtv.com/songs/60044945.mkv
我的爱遗落在你的城,http://em.21dtv.com/songs/60138687.mkv
我的Baby,http://em.21dtv.com/songs/60165331.mkv
我的心没有碎,http://em.21dtv.com/songs/60045279.mkv
我会为你守侯,http://em.21dtv.com/songs/60097748.mkv
未来的你,http://em.21dtv.com/songs/60165643.mkv
外面的世界很美,http://em.21dtv.com/songs/60155117.mkv
我们学会,http://em.21dtv.com/songs/60078306.mkv
我那么爱你,http://em.21dtv.com/songs/60097569.mkv
我那么的爱你,http://em.21dtv.com/songs/60098500.mkv
为你难过,http://em.21dtv.com/songs/60090120.mkv
我亲爱的爸妈,http://em.21dtv.com/songs/60144835.mkv
温柔的外星人,http://em.21dtv.com/songs/60169989.mkv
为什么你还是不爱我,http://em.21dtv.com/songs/60044082.mkv
为什么你一去不回,http://em.21dtv.com/songs/60085848.mkv
我想你了,http://em.21dtv.com/songs/60088755.mkv
我心碎的时候,http://em.21dtv.com/songs/60153165.mkv
我想要说的那句话,http://em.21dtv.com/songs/60122258.mkv
我要的生活,http://em.21dtv.com/songs/60125793.mkv
午夜狂欢,http://em.21dtv.com/songs/60123342.mkv
我要去延安,http://em.21dtv.com/songs/60078388.mkv
我愿意(演唱会),http://em.21dtv.com/songs/60078402.mkv
我做错了什么,http://em.21dtv.com/songs/60047010.mkv
我知道你从来就没有爱过我,http://em.21dtv.com/songs/60046935.mkv
我再给你幸福,http://em.21dtv.com/songs/60046764.mkv
习大大,http://em.21dtv.com/songs/60107268.mkv
兄弟的话,http://em.21dtv.com/songs/60110892.mkv
幸福的疯子,http://em.21dtv.com/songs/60111719.mkv
幸福花季,http://em.21dtv.com/songs/60136636.mkv
幸福在哪里,http://em.21dtv.com/songs/60068880.mkv
想见你,http://em.21dtv.com/songs/60049054.mkv
心流浪,http://em.21dtv.com/songs/60157466.mkv
笑面人生,http://em.21dtv.com/songs/60049941.mkv
想你,http://em.21dtv.com/songs/60148902.mkv
小啤酒,http://em.21dtv.com/songs/60133067.mkv
想起老妈妈,http://em.21dtv.com/songs/60169563.mkv
香水姑娘,http://em.21dtv.com/songs/60048943.mkv
想问你,http://em.21dtv.com/songs/60117984.mkv
夏雪,http://em.21dtv.com/songs/60154659.mkv
谢谢你给我的伤,http://em.21dtv.com/songs/60155122.mkv
心心相系,http://em.21dtv.com/songs/60114412.mkv
心中刻上你的名字,http://em.21dtv.com/songs/60050754.mkv
越,http://em.21dtv.com/songs/60152984.mkv
野百合也有春天,http://em.21dtv.com/songs/60137963.mkv
一个北京人在北京,http://em.21dtv.com/songs/60052949.mkv
一个人的伤悲,http://em.21dtv.com/songs/60109066.mkv
永红年代,http://em.21dtv.com/songs/60151318.mkv
